ID,Department,"Vendor Name","Contract Value","Contract Date","Start Year","End Year","Original Value","Number of Amendments",Description,"Original Vendor Name"
agr-3000572877,agr,"FISHER SCIENTIFIC COMPANY",10792.63,2015-01-26,2015,2015,10792.63,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","FISHER SCIENTIFIC COMPANY"
agr-3000588570,agr,"BLUEWAVE ENERGY",64335.98,2016-03-01,2016,2016,64335.98,0,"1126 Heavy Fuel Oil","BLUEWAVE ENERGY"
agr-3000579460,agr,CANSEL,11491.75,2015-05-08,2015,2015,11491.75,0,"1223 Image/Video Communications Equipment (including related parts and peripherals)",CANSEL
agr-3000596557,agr,"COLUMBIA PROPERTY",160020,2015-12-01,2015,2017,80010,2,"499 Other Professional Services not Elsewhere Specified","COLUMBIA PROPERTY"
agr-3000588008,agr,"PERFECTION PAVING",182805.75,2015-08-26,2015,2015,170630,2,"607 Highways, Roads and Streets","PERFECTION PAVING LTD."
agr-3000547202,agr,"EVCON FARM EQUIPMENT",24570,2014-03-25,2014,2014,24570,0,"1219 Other Machinery and Parts","EVCON FARM EQUIPMENT"
agr-3000600732,agr,"FISHER SCIENTIFIC",13840.24,2016-01-22,2016,2016,13840.24,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","FISHER SCIENTIFIC"
agr-3000542236,agr,"DIVERSITECH EQUIPMENT & SALES (1984",14248.5,2014-02-19,2014,2014,14248.5,0,"1219 Other Machinery and Parts","DIVERSITECH EQUIPMENT & SALES (1984"
agr-3000514709,agr,"HYTECH PRODUCTION",23814,2013-04-02,2013,2013,23814,0,"430 Scientific Services","HYTECH PRODUCTION LTD."
agr-3000579172,agr,"PALMIRA VINEYARDS",18080,2015-05-06,2015,2016,18080,0,"431 Scientific Consultants","PALMIRA VINEYARDS"
agr-3000565833,agr,"THERMO FISHER SCIENTIFIC",37481.85,2015-01-13,2015,2015,37481.85,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","THERMO FISHER SCIENTIFIC"
agr-7200000783,agr,"TURTLE TECHNOLOGIES",259696.6,2015-04-01,2015,2016,16441.5,3,"473 Information Technology and Telecommunications Consultants","TURTLE TECHNOLOGIES INC"
agr-3000567494,agr,"FISHER SCIENTIFIC",15609.38,2015-01-27,2015,2015,15609.38,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","FISHER SCIENTIFIC"
agr-3000606056,agr,"LES CONSTRUCTIONS YVES LESSARD",14554.82,2016-02-15,2016,2016,14554.82,0,"645 Other Buildings","LES CONSTRUCTIONS YVES LESSARD INC."
agr-3000571954,agr,"FS PARTNERS",19225.36,2015-02-24,2015,2205,19225.36,0,"1126 Heavy Fuel Oil","FS PARTNERS"
agr-7200000989,agr,"IBM CANADA",134718.27,2015-11-30,2015,2017,23047.53,4,"473 Information Technology and Telecommunications Consultants","IBM CANADA LTD"
agr-3000597010,agr,"MANDEL SCIENTIFIC COMPANY",31763.13,2015-12-14,2015,2016,31763.13,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","MANDEL SCIENTIFIC COMPANY INC."
agr-3000519251,agr,"GOLDER ASSOCIATES",21000,2013-05-23,2013,2013,21000,0,"430 Scientific Services","GOLDER ASSOCIATES LTD."
agr-3000627076,agr,MBH,10306.36,2016-11-15,2016,2017,10306.36,0,"1231 Office Furniture and Furnishings, Including Parts",MBH
agr-7200000810,agr,"IBM CANADA",132716.9,2015-04-20,2015,2016,47520.12,2,"473 Information Technology and Telecommunications Consultants","IBM CANADA LTD"
agr-3000517853,agr,"RACK PETROLEUM",12582.46,2013-05-07,2013,2013,12582.46,0,"1130 Inorganic and Organic Chemicals_ Including Plastics_ Rubber and Products_ and Excluding Tires and Tubes","RACK PETROLEUM LTD."
agr-3000599937,agr,ZOETIS,24926.58,2016-01-18,2016,2016,24926.58,0,"420 Engineering Services not Elsewhere Specified",ZOETIS
agr-3000529901,agr,"PODOLINSKY EQUIPMENT",99263.85,2013-10-17,2013,2014,99263.85,0,"1264 Other Vehicles","PODOLINSKY EQUIPMENT LTD."
agr-3000525037,agr,"PODOLINSKY EQUIPMENT",59233,2013-08-13,2013,2013,59233,0,"1264 Other Vehicles","PODOLINSKY EQUIPMENT LTD."
agr-20140593A,agr,"IPSOS REID",74365.31,2014-02-05,2014,2014,74082.8,0,"341 Communications Research Services","IPSOS REID"
agr-3000538166,agr,"LEICA MICROSYSTEMS (CANADA)",18525.22,2014-01-24,2014,2014,18525.22,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","LEICA MICROSYSTEMS (CANADA) INC."
agr-3000560388,agr,"ALTIS HR",95504.78,2014-11-14,2014,2015,95504.78,0,"813 Temporary Help Services","ALTIS HR"
agr-3000618062,agr,"CAMPBELL SCIENTIFIC (CANADA) CORP",18375.4,2016-07-19,2016,2016,18375.4,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","CAMPBELL SCIENTIFIC (CANADA) CORP."
agr-3000562327,agr,"R A MALATEST & ASSOCIATES",64918.51,2014-11-24,2014,2015,63336.51,2,"491 Management Consulting","R A MALATEST & ASSOCIATES LTD"
agr-3000582723,agr,"AMEC FOSTER WHEELER",24150,2015-06-16,2015,2015,24150,0,"420 Engineering Services not Elsewhere Specified","AMEC FOSTER WHEELER"
agr-3000571519,agr,"FISHER SCIENTIFIC",13655.58,2015-02-26,2015,2015,13655.58,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","FISHER SCIENTIFIC"
agr-3000603370,agr,"COLE-PARMER CANADA",13461.8,2016-02-09,2016,2016,13461.8,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","COLE-PARMER CANADA INC"
agr-3000610906,agr,"GROUPE INTERSOL GROUP",10028.75,2016-04-20,2016,2017,10028.75,0,"491 Management Consulting","GROUPE INTERSOL GROUP"
agr-20170591A,agr,"SAS INSTITUTE",28730.25,2016-10-01,2016,2017,28730.25,0,"1285 Application Software (including COTS) and Application Development and Delivery Software","SAS INSTITUTE (CANADA) INC"
agr-3000534526,agr,"WM & M (1993)",22059,2013-12-13,2013,2014,16815,2,"630 Office Buildings","WM & M (1993) LTD"
agr-3000562145,agr,"CROP PRODUCTION SERVICES CANADA",11103,2014-11-20,2014,2014,11103,0,"1139 Miscellaneous Chemical Products","CROP PRODUCTION SERVICES CANADA"
agr-3000583505,agr,"UNIVERSITY OF NEW BRUNSWICK",11074,2015-06-24,2015,2015,11074,0,"430 Scientific Services","UNIVERSITY OF NEW BRUNSWICK"
agr-3000584251,agr,"GROUP 92 MECHANICAL",115112.95,2015-06-16,2015,2015,108470.96,2,"656 Heating, Air-conditioning and Refrigeration Equipment","GROUP 92 MECHANICAL INC."
agr-3000534538,agr,"R A MALATEST & ASSOCIATES",65144.5,2013-12-13,2013,2014,48194.5,2,"491 Management Consulting","R A MALATEST & ASSOCIATES LTD"
agr-3000609333,agr,VIPOND,15508.5,2016-04-01,2016,2017,15508.5,0,"499 Other Professional Services not Elsewhere Specified","VIPOND INC"
agr-3000570642,agr,"THERMO FISHER SCIENTIFIC",28249.59,2015-02-20,2015,2015,28249.59,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","THERMO FISHER SCIENTIFIC"
agr-20150450A,agr,"BOREAL LASER",31657.5,2015-01-15,2015,2015,31657.5,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","BOREAL LASER INC."
agr-3000600777,agr,"FISHER SCIENTIFIC COMPANY",15628.26,2016-01-22,2016,2016,15628.26,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","FISHER SCIENTIFIC COMPANY"
agr-3000544483,agr,"SERVICE AGRICOLE DE  LESTRIE",23857.31,2014-03-05,2014,2014,23857.31,0,"1219 Other Machinery and Parts","SERVICE AGRICOLE DE  L'ESTRIE"
agr-3000560972,agr,"CARTER DAY INTERNATIONAL",18639.87,2014-11-03,2014,2014,18639.87,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","CARTER DAY INTERNATIONAL INC."
agr-3000587026,agr,"FISHER SCIENTIFIC",19148.85,2015-08-11,2015,2016,19148.85,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","FISHER SCIENTIFIC"
agr-3000524342,agr,"STREAK FREE JANITORIAL (1068722 AB)",1240019.56,2013-08-01,2013,2016,407380.05,3,"811 Contracted Building Cleaning","STREAK FREE JANITORIAL (1068722 AB LTD)"
agr-1900104569,agr,"INFORMA UK",10090.71,2014-10-06,2014,2014,10090.71,0,"361 Electronic subscriptions and electronic publications","INFORMA UK LTD."
agr-20160727A,agr,"BLUELINE NEW HOLLAND",52900,2016-03-09,2016,2016,52900,0,"1219 Other Machinery and Parts","BLUELINE NEW HOLLAND"
agr-3000591442,agr,"NORDIC INDUSTRIES (1979)",15221,2015-10-13,2015,2015,15221,0,"628 Other Engineering Works","NORDIC INDUSTRIES (1979) LTD."
agr-3000536481,agr,"NULTON IRRIGATION",13341.3,2014-01-12,2014,2014,13341.3,0,"1241 Plumbing Equipment and Fittings, Including Parts","NULTON IRRIGATION INC"
agr-3000520478,agr,"GUNTA  VITINS",24999,2013-06-07,2013,2015,24999,0,"231 Data Communications Services","GUNTA  VITINS"
agr-3000609542,agr,"PARKLAND CROP DIVERSIFICATION FOUNDATION",15000,2016-04-06,2016,2018,15000,0,"430 Scientific Services","PARKLAND CROP DIVERSIFICATION FOUNDATION"
agr-3000566278,agr,"FAIRLINE ELECTRIC LIMITED",10425.9,2015-01-16,2015,2015,10425.9,0,"658 Electric Lighting, Distribution and Control Equipment","FAIRLINE ELECTRIC LIMITED"
agr-3000557850,agr,"MAGNA ELECTRIC",21000,2014-10-01,2014,2014,21000,0,"645 Other Buildings","MAGNA ELECTRIC"
agr-3000588136,agr,"FLEET FCA CANADA",25440.45,2015-08-27,2015,2016,25440.45,0,"1261 Road Motor Vehicles","FLEET - FCA CANADA INC"
agr-3000532918,agr,PUMPTRONICS,81726.75,2013-11-18,2013,2014,81726.75,0,"630 Office Buildings","PUMPTRONICS INC"
agr-7200001300,agr,"IBM CANADA",437850,2016-12-14,2016,2017,437850,0,"473 Information Technology and Telecommunications Consultants","IBM CANADA LTD"
agr-3000568763,agr,"PATHFINDER SYSTEMS DESIGN",25548.17,2015-02-10,2015,2015,24994.47,2,"859 Other Business Services not Elsewhere Specified","PATHFINDER SYSTEMS DESIGN LTD."
agr-3000477099,agr,"ARI FINANCIAL SERVICES T46163",10971.24,2012-04-01,2012,2014,4221,0,"682 Road Motor Vehicles - Non-military","ARI FINANCIAL SERVICES T46163"
agr-3000540377,agr,"AGRONOMIX SOFTWARE",14050.2,2014-02-07,2014,2014,14050.2,0,"673 Computer Equipment - Client Computing Domain - Desktop/Personal/Portable","AGRONOMIX SOFTWARE INC."
agr-3000540166,agr,"NIKON CANADA",30952.1,2014-02-06,2014,2014,30952.1,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","NIKON CANADA INC"
agr-7200000635,agr,"TURTLE TECHNOLOGIES",67800,2014-04-01,2014,2015,40680,2,"473 Information Technology and Telecommunications Consultants","TURTLE TECHNOLOGIES INC"
agr-3000586159,agr,"DIRECT MECHANICAL",42691.4,2015-07-28,2015,2015,42691.4,0,"422 Engineering Consultants - Construction","DIRECT MECHANICAL LTD."
agr-3000551662,agr,"OVATIO/ LEROUX",632578.81,2014-06-04,2014,2017,320920,2,"331 Exposition Services","OVATIO/ LEROUX INC."
agr-3000605890,agr,"MUSTANG TRAILERS WELDING",24990,2016-02-26,2016,2016,24990,0,"1264 Other Vehicles","MUSTANG TRAILERS / WELDING"
agr-3000495450,agr,"IMPERIAL OIL LIMITED",26902.93,2012-10-29,2012,2013,10400,2,"1124 Diesel Fuel","IMPERIAL OIL LIMITED"
agr-3000580307,agr,"DURHAM GEO SLOPE INDICATOR",25153.59,2015-05-20,2015,2015,25153.59,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","DURHAM GEO SLOPE INDICATOR"
agr-3000551034,agr,"WESTMAN AERIAL SPRAYING",24705.92,2014-05-26,2014,2014,24439.95,0,"1121 Salt, Sulphur, Ores, Earth and Stone","WESTMAN AERIAL SPRAYING"
agr-3000604677,agr,"FISHER SCIENTIFIC COMPANY",11449.08,2016-02-17,2016,2016,11449.08,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","FISHER SCIENTIFIC COMPANY"
agr-20140104A,agr,"ILLUMINA CANADA",144423.24,2013-12-24,2013,2014,144423.24,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","ILLUMINA CANADA INC"
agr-3000558454,agr,"INFORMA ECONOMICS",13125.14,2014-09-26,2014,2015,13125.14,0,"361 Electronic subscriptions and electronic publications","INFORMA ECONOMICS INC"
agr-20110528A,agr,"IBM CANADA",5520000,2012-05-31,2012,2017,1890000.01,3,"473 Information Technology and Telecommunications Consultants","IBM CANADA LTD"
agr-3000564275,agr,WINTERSTEIGER,23534.52,2014-12-16,2014,2015,23534.52,0,"1219 Other Machinery and Parts",WINTERSTEIGER
agr-3000546664,agr,"FISHER SCIENTIFIC",22463.45,2014-03-19,2014,2014,22463.45,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","FISHER SCIENTIFIC"
agr-3000590182,agr,"AGRI-SAKI CONSULSULTING",24860,2015-09-28,2015,2016,24860,0,"491 Management Consulting","AGRI-SAKI CONSULSULTING INC"
agr-3000530747,agr,"WOLSELEY CANADA GROUPE AQUE DUC",12670.28,2013-10-29,2013,2013,12670.28,0,"1139 Miscellaneous Chemical Products","WOLSELEY CANADA - GROUPE AQUE DUC"
agr-3000560892,agr,"A/C MECHANICAL REFRIGERATION",21467.18,2014-10-28,2014,2015,15537.5,2,"656 Heating, Air-conditioning and Refrigeration Equipment","A/C MECHANICAL REFRIGERATION LTD."
agr-7200000736,agr,"CGI INFORMATIONS SYSTEMS AND MANAGEMENT CONSULTANTS",95972.26,2014-12-16,2014,2015,85773.78,2,"473 Information Technology and Telecommunications Consultants","CGI INFORMATIONS SYSTEMS AND MANAGEMENT CONSULTANTS INC."
agr-3000566627,agr,"BRYDEN MARTEL ARCHITECTS",45472.05,2015-01-14,2015,2016,31012.85,2,"421 Architectural Services","BRYDEN MARTEL ARCHITECTS INC."
agr-3000554374,agr,"ALLARD FIRE PROTECTION",31398.18,2014-07-01,2014,2017,31398.18,0,"460 Protection Services","ALLARD FIRE PROTECTION INC."
agr-3000620880,agr,"IMPERIAL OIL LIMITED",34000,2016-09-01,2016,2017,34000,0,"1122 Gasoline","IMPERIAL OIL LIMITED"
agr-3000586694,agr,"GREEN DIAMOND EQUIPMENT",24521.46,2015-08-06,2015,2015,24521.46,0,"1219 Other Machinery and Parts","GREEN DIAMOND EQUIPMENT LTD."
agr-7200000536,agr,"SIERRA SYSTEMS CONSULTANTS",819662.46,2013-04-01,2013,2015,18984,8,"473 Information Technology and Telecommunications Consultants","SIERRA SYSTEMS CONSULTANTS"
agr-20170688A,agr,WINTERSTEIGER,33600,2016-10-18,2016,2017,33600,0,"1219 Other Machinery and Parts",WINTERSTEIGER
agr-3000538555,agr,"ERNST & YOUNG LLP",247587.52,2014-01-27,2014,2015,118948.32,2,"401 Accounting and Audit Services","ERNST & YOUNG LLP"
agr-3000551813,agr,"S K SHEET METAL",27018.3,2014-06-05,2014,2014,27018.3,0,"656 Heating, Air-conditioning and Refrigeration Equipment","S. K. SHEET METAL LTD."
agr-3000529655,agr,"CENTRE DE FORMATION CARON LTEE",24966,2013-11-04,2013,2014,21660,2,"447 Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","CENTRE DE FORMATION CARON LTEE."
agr-3000530334,agr,"CONSTRUCTION MARTIN ROUSSEAU",106795.95,2013-10-23,2013,2013,99993.76,0,"628 Other Engineering Works","CONSTRUCTION MARTIN ROUSSEAU INC."
agr-3000529337,agr,"VEZINA ELECTRIQUE",11319.64,2013-10-10,2013,2014,8123.33,0,"658 Electric Lighting, Distribution and Control Equipment","VEZINA ELECTRIQUE INC"
agr-3000589793,agr,"GATEWAY MECHANICAL SERVICES",22410.53,2015-09-21,2015,2016,17152.8,3,"656 Heating, Air-conditioning and Refrigeration Equipment","GATEWAY MECHANICAL SERVICES INC"
agr-3000584603,agr,"D C ELECTRIC",12571.76,2015-07-08,2015,2015,10500,2,"658 Electric Lighting, Distribution and Control Equipment","D C ELECTRIC"
agr-3000563137,agr,"PARSONS BRINCKERHOFF  HALSALL",30001.5,2014-11-04,2014,2016,20001,6,"421 Architectural Services","PARSONS BRINCKERHOFF  HALSALL INC."
agr-3000617040,agr,"FERME SEJOUR",20000,2016-07-05,2016,2016,20000,0,"1111 Live Animals, Including Their Fodder","FERME SEJOUR INC"
agr-3000594066,agr,"INTERIOR ROOFING",18188.63,2015-11-04,2015,2016,16275,2,"630 Office Buildings","INTERIOR ROOFING"
agr-3000526780,agr,"CANADAWIDE SCIENTIFIC LIMITED",11452.69,2013-09-09,2013,2013,10834.31,2,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","CANADAWIDE SCIENTIFIC LIMITED"
agr-3000598091,agr,"FISHER SCIENTIFIC",19769.35,2015-12-23,2015,2016,19769.35,0,"1249 Other Equipment and Parts","FISHER SCIENTIFIC"
agr-3000453038,agr,"CANON CANADA",53211.44,2011-12-01,2011,2016,34289.17,3,"533 Rental of Machinery, Office Furniture and Fixtures and Other Equipment","CANON CANADA INC."
agr-3000520743,agr,"ATKINSON SCHROETER DESIGN GROUP",24396.7,2013-06-17,2013,2013,16385,3,"421 Architectural Services","ATKINSON SCHROETER DESIGN GROUP"
agr-3000545444,agr,"MILLER ENVIRONMENTAL CORP",22340.85,2014-03-11,2014,2014,22340.85,0,"705 Waste Disposal","MILLER ENVIRONMENTAL CORP."
agr-3000558627,agr,"ÉRIC PAINCHAUD ARCHITECTE ET ASSOCIÉS",14371.89,2014-09-30,2014,2015,10577.71,3,"421 Architectural Services","ÉRIC PAINCHAUD, ARCHITECTE ET ASSOCIÉS INC."
agr-3000628625,agr,"MID WEST PUMP (90)",26770.38,2016-12-02,2016,2017,26770.38,0,"645 Other Buildings","MID WEST PUMP (90) LTD."
agr-3000519956,agr,"JOHN SWEEPING",18193,2013-06-03,2013,2015,18193,0,"499 Other Professional Services not Elsewhere Specified","JOHN SWEEPING"
agr-3000529589,agr,"IMPERIAL OIL LIMITED",40200,2013-09-01,2013,2014,37500,2,"1124 Diesel Fuel","IMPERIAL OIL LIMITED"
agr-3000533198,agr,"ENNS EQUIPMENT",18178.65,2013-11-28,2013,2014,18178.65,0,"1219 Other Machinery and Parts","ENNS EQUIPMENT LTD"
agr-3000560316,agr,AVENSYS,14369.08,2014-10-20,2014,2014,14369.08,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts",AVENSYS
agr-3000588022,agr,"FOSS  NORTH  AMERICA",33399.55,2015-08-26,2015,2019,33399.55,0,"655 Processing Machinery","FOSS  NORTH  AMERICA INC."
agr-3000519926,agr,"MERLIN BECKER",14175,2013-05-31,2013,2013,14175,0,"570 Rental - Other","MERLIN BECKER"
agr-3000590765,agr,"OPEN STORAGE SOLUTIONS",20679,2015-10-02,2015,2015,20679,0,"1282 Computer Equipment - Servers (includes related parts and peripherals)","OPEN STORAGE SOLUTIONS"
agr-3000597144,agr,"FLEET FCA CANADA",52718.4,2015-12-15,2015,2016,52718.4,0,"1261 Road Motor Vehicles","FLEET - FCA CANADA INC"
agr-3000570910,agr,"POWERJET PLUS",18018,2015-02-23,2015,2015,18018,0,"1219 Other Machinery and Parts","POWERJET PLUS"
agr-3000614528,agr,"3V MECHANICAL",246392.8,2016-06-06,2016,2016,246392.8,0,"1364 Laboratories","3V MECHANICAL INC."
agr-3000532155,agr,CIMAISE,26610.63,2013-11-15,2013,2015,24374.71,3,"423 Engineering Consultants - Other","CIMAISE INC"
agr-3000521116,agr,QIAGEN,24780,2013-06-17,2013,2014,24780,0,"1243 Measuring_ Controlling_ Laboratory_ Medical and Optical Equipment and Parts","QIAGEN INC"
agr-3000563921,agr,"OVATIO/ LEROUX",436982.3,2014-11-13,2014,2017,226000,2,"331 Exposition Services","OVATIO/ LEROUX INC."
agr-3000620700,agr,"HOSKIN SCIENTIFIC",18274.28,2016-08-26,2016,2016,18274.28,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","HOSKIN SCIENTIFIC LTD"
agr-3000573035,agr,"GUILLEVIN INTERNATIONAL CO",24412.5,2015-03-09,2015,2015,24412.5,0,"1242 Electric Lighting, Distribution and Control Equipment and Parts","GUILLEVIN INTERNATIONAL CO."
agr-7200001315,agr,"TRM TECHNOLOGIES",16876.13,2016-12-23,2016,2017,16876.13,0,"473 Information Technology and Telecommunications Consultants","TRM TECHNOLOGIES INC."
agr-3000538605,agr,"VWR  INTERNATIONAL",26732.39,2014-01-28,2014,2014,26732.39,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","VWR  INTERNATIONAL LTD."
agr-20150146A,agr,BRAD,16876.55,2014-09-30,2014,2015,16876.55,0,"301 Advertising Services","BRAD INC"
agr-3000572909,agr,"BIO-RAD LABORATORIES (CANADA)",30944.8,2015-03-09,2015,2015,30944.8,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","BIO-RAD LABORATORIES (CANADA) LTD."
agr-3000587383,agr,"ILLUMINA CANADA",37446.29,2015-08-17,2015,2015,37446.29,0,"1130 Inorganic and Organic Chemicals, Including Plastics, Rubber and Products, and Excluding Tires and Tubes","ILLUMINA CANADA INC"
agr-3000465867,agr,"CANON CANADA",13201.32,2012-02-01,2012,2016,9916.42,0,"533 Rental of Machinery, Office Furniture and Fixtures and Other Equipment","CANON CANADA INC."
agr-3000552893,agr,"FISHER SCIENTIFIC",15962.64,2014-06-25,2014,2015,15962.64,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","FISHER SCIENTIFIC"
agr-3000600069,agr,"RYAN SMITH DESIGN ASSOCIATES",24960.01,2016-01-18,2016,2017,23715.88,2,"351 Communications Professional Services not Elsewhere Specified","RYAN SMITH DESIGN ASSOCIATES INC."
agr-3000537436,agr,"GENSCRIPT USA",17297.39,2014-01-24,2014,2014,17297.39,0,"1139 Miscellaneous Chemical Products","GENSCRIPT USA INC."
agr-3000612977,agr,"ARI FINANCIAL SERVICES",49350,2016-04-01,2016,2017,49350,0,"682 Road Motor Vehicles - Non-military","ARI FINANCIAL SERVICES INC"
agr-3000570854,agr,METABOLOMETRICS,17131.28,2015-02-23,2015,2015,17131.28,0,"430 Scientific Services","METABOLOMETRICS INC."
agr-3000562498,agr,"VWR  INTERNATIONAL",12906.86,2014-11-25,2014,2014,12906.86,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","VWR  INTERNATIONAL LTD."
agr-3000579069,agr,"JAMES BOYD CONSULTING",24408,2015-05-04,2015,2015,24408,0,"491 Management Consulting","JAMES BOYD CONSULTING LTD"
agr-7200001282,agr,"I4C CONSULTING",35606.3,2016-10-17,2016,2017,35606.3,0,"473 Information Technology and Telecommunications Consultants","I4C CONSULTING INC"
agr-3000539934,agr,"FISHER SCIENTIFIC",10048.5,2014-02-05,2014,2014,10048.5,0,"1243 Measuring, Controlling, Laboratory, Medical and Optical Equipment and Parts","FISHER SCIENTIFIC"
