"operatingName","email","website","filename","alternateName","legalName"
"411 Travel Buys.ca","info@411travelbuys.ca","http://www.411travelbuys.ca","411 TRAVEL BUYSCA.html",,
"4139Design","rob@4139design.com","http://4139design.com","4139DESIGN.html",,
"416 SO CLEAN","service@416SoClean.com","http://www.416SoClean.com","416 SO CLEAN.html",,
"4177231 Canada Inc.",,,"4177231 CANADA INC.html",,
"4234715 Canada Inc.","tfama@bell.net",,"4234715 CANADA INC.html",,
"4279310 Canada Inc.","john@graphiquemoderne.com",,"4279310 CANADA INC.html",,
"4344081 canada inc","fernande.b@bellnet.ca",,"4344081 CANADA INC.html",,
"4364121",,,"4364121.html",,"Grill Cheez"
"45 Degrees Latitude Digital Filming & Production Co.","kenhook@45degreeslatitude.com","http://www.45degreeslatitude.com","45 DEGREES LATITUDE DIGITAL FILMING & PRODUCTION CO.html",,
"45 North Broadcast Group","chuck@45north.ca","http://www.45north.ca","45 NORTH BROADCAST GROUP.html",,
"48e Nord-International","info@48inter.com","http://www.48inter.com","48E NORD-INTERNATIONAL.html",,
"4A Solution","info@4asolution.ca","http://4asolution.ca","4A SOLUTION.html",,
"4D Solution Design","quatredsolution@hotmail.com",,"4D SOLUTION DESIGN.html",,
"4DPM","duma.4dpm@bell.net",,"4DPM.html",,
"4effect Communications","4effect.norm@gmail.com","http://www.4effect.ca","4EFFECT COMMUNICATIONS.html",,
"4elements","info@4elements.media","http://www.4elements.media","4ELEMENTS.html",,"4482026 Canada Inc"
"4GoodHosting.com","sales@4goodhosting.com","http://4goodhosting.com","4GOODHOSTINGCOM.html",,"R629 Enterprises Ltd. / 4GoodHosting"
"4i Systems Inc.","david@4isystems.com","http://www.4isystems.com","4I SYSTEMS INC.html",,
"4MP","callavallee@gmail.com",,"4MP.html",,"Cal Lavallee"
"4Plan Consulting Corporation",,,"4PLAN CONSULTING CORPORATION.html",,
"4Rent.ca","info@4rent.ca","http://www.4rent.ca","4RENTCA.html",,"4Rent"
"4Season's Landscaping","4seasons.lethbridge@gmail.com","http://www.4seasonslethbridge.ca","4SEASON'S LANDSCAPING.html",,
"4th Utility Inc.","info@fouru.com","http://www.4thutility.com","4TH UTILITY INC.html",,
"4TR Ventures Ltd.","fred4tr@gmail.com",,"4TR VENTURES LTD.html",,
"4Trendy Design","info@4trendy.com","http://www.4trendy.com/","4TRENDY DESIGN.html",,
"5 Gen Construction","fivegen@shaw.ca",,"5 GEN CONSTRUCTION.html",,
"5 Movers Quotes","info@soumissionsdemenageurs.ca","http://5moversquotes.com/","5 MOVERS QUOTES.html",,
"5 Shades Media Inc.",,"http://www.5shades.com","5 SHADES MEDIA INC.html",,
"5 Star Communications","mp@5starcom.ca","http://www.5starcom.ca","5 STAR COMMUNICATIONS.html","5 Star Communications",
"50th Street Chiropractic","50thstreetchiropractic@edmontonchiropractor.net","http://www.edmontonchiropractor.net","50TH STREET CHIROPRACTIC.html",,
"51 Moments","hello@51moments.com","http://51moments.com/family-photography-vancouver","51 MOMENTS.html",,
"52 Pick-up Inc.","info@52pick-up.com","http://www.52pick-up.com","52 PICK-UP INC.html",,
"53 Colours - Signs & Digital Imagery","sales@53colours.com","http://www.53colours.com","53 COLOURS - SIGNS & DIGITAL IMAGERY.html",,
"5375Nunavut","laura_louise_mackenzie@hotmail.com",,"5375NUNAVUT.html",,
"54Solar","info@54solar.com","http://www.54solar.com","54SOLAR.html",,"54Solar Inc"
"578227 Ontario Inc.","customerservice@actionlooseleaf.ca","http://www.actionlooseleaf.ca","578227 ONTARIO INC.html",,
"5G Energy Ltd.","info@ec4energy.com","http://ec4energy.com/","5G ENERGY LTD.html",,
"5G Technologies Ltd.","sseshan@fifthgentech.com","http://www.fifthgentech.com","5G TECHNOLOGIES LTD.html","Fifth Generation Technologies Ltd",
"5i Strategic Affairs","info@5istrategicaffairs.com","http://www.5istrategicaffairs.com","5I STRATEGIC AFFAIRS.html",,
"5S Tradesman","info@5spropertyservices.com","http://www.5spropertyservices.com","5S TRADESMAN.html",,"5S Property Services, Inc."
"5T Sports Group","aileen@5Tsports.com",,"5T SPORTS GROUP.html",,
"5th Wheel Training Institute","epopkie@5wti.com","http://www.5wti.com","5TH WHEEL TRAINING INSTITUTE.html",,
"60 Minute Signs","60minute@ns.sympatico.ca",,"60 MINUTE SIGNS.html",,
"6015786",,,"6015786.html",,
"604 Distributors","lloyd604@gmail.com",,"604 DISTRIBUTORS.html",,
"604 Maids",,,"604 MAIDS.html",,
"604 Roofing Ltd.","anthony@604roofing.ca","http://www.604roofing.ca","604 ROOFING LTD.html",,
"604-GET-HELP Computer Services",,"http://www.604-GET-HELP.com","604-GET-HELP COMPUTER SERVICES.html",,"Smart Technologies Consultants Ltd."
"604media","info@604media.com","http://www.604media.com","604MEDIA.html",,"604media Inc."
"6073506 CANADA INC.","normand.pageau@hotmail.ca",,"6073506 CANADA INC.html",,
"6076645 canada inc","ljhutty@gmail.com",,"6076645 CANADA INC.html",,
"6128068 Canada Incorporated","pm.consulting@sympatico.ca",,"6128068 CANADA INCORPORATED.html",,
"6142869 Canada Inc.",,,"6142869 CANADA INC.html",,
"6158803 canada inc","glc346@gmail.com",,"6158803 CANADA INC.html",,
"6206417 Canada Inc","atbconsulting@yahoo.com",,"6206417 CANADA INC.html",,
"6265979 CANADA INC","fotis@zonetechnologie.com","http://www.zonetechnologie.com","6265979 CANADA INC.html",,
"6305202 Canada Corp.","6305202@wightman.ca",,"6305202 CANADA CORP.html",,
"6311091 Canada Inc","info@asentek.com","http://www.asentek.com","6311091 CANADA INC.html",,
"6317294 Canada inc","l.chiovitti@sympatico.ca",,"6317294 CANADA INC.html",,
"6317669 Canada Inc.","california_instyle@yahoo.com",,"6317669 CANADA INC.html",,
"6322603 Canada Inc.","executif@groupeomni.com","http://www.groupeomni.com","6322603 CANADA INC.html",,
"636 Distributing Inc","info@636distributing.com","http://www.636distributing.com","636 DISTRIBUTING INC.html",,
"6379834 Canada Inc.",,,"6379834 CANADA INC.html",,
"6456316 Canada Inc.",,,"6456316 CANADA INC.html",,
"6480292 Canada Inc",,,"6480292 CANADA INC.html",,
"6528244 Canada Inc.",,"http://www.inukshuksoftware.ca","6528244 CANADA INC.html",,
"6531563 canada inc","wseoud@hotmail.com",,"6531563 CANADA INC.html",,
"6580238 Canada ltd",,,"6580238 CANADA LTD.html",,
"6598331 Canada Inc.","lubits@rogers.com",,"6598331 CANADA INC.html",,
"6610129 Canada Ltd","info@x4labs.com","http://www.x4labs.com","6610129 CANADA LTD.html",,
"6636837 Canada Inc.",,,"6636837 CANADA INC.html",,
"6675891 Canada Inc",,,"6675891 CANADA INC.html",,
"6731961 CANADA INC.","chrishopkins@wakenet.ca",,"6731961 CANADA INC.html",,
"6785956 CANADA INC",,,"6785956 CANADA INC.html",,
"68 Street Fame","A68StreetFame@yahoo.com",,"68 STREET FAME.html",,
"6805167 Canada Inc.","rejeanprevost@videotron.ca",,"6805167 CANADA INC.html",,
"6834078 Canada Inc.",,,"6834078 CANADA INC.html",,
"6896014 Canada Inc.","annie.passiant@gmail.com",,"6896014 CANADA INC.html",,
"6920667 Canada Incorporated","claire.ogilvie@gmail.com",,"6920667 CANADA INCORPORATED.html",,
"6927254 CANADA INC.",,,"6927254 CANADA INC.html",,
"693825 nb inc","westley@larocqueservices.ca",,"693825 NB INC.html",,"693825 NB Inc"
"6973583 Manitoba Ltd.","contact@shuturpiehole.ca","http://www.shuturpiehole.ca","6973583 MANITOBA LTD.html",,"Shut Ur Pie Hole"
"6983588 Canada Inc","fsanscartier@hotmail.com",,"6983588 CANADA INC.html",,
"6NA Presidential Limousine","6nalimo@gmail.com","http://www.6napresidentiallimo.com","6NA PRESIDENTIAL LIMOUSINE.html",,
"6P Marketing","webmaster@6pmarketing.com","http://www.6pmarketing.com","6P MARKETING.html",,"6P Marketing Inc"
"6TM inc.","info@6tm.ca","http://www.6tm.ca","6TM INC.html",,
"7 Mountains Trading Inc.","adel@seven-mountains.com",,"7 MOUNTAINS TRADING INC.html",,
"7 Rave Inc.","info@7rave.com","http://www.7rave.com","7 RAVE INC.html",,
"7 Star Windows & Doors",,"http://www.7starwindowsanddoors.com","7 STAR WINDOWS & DOORS.html",,
"7-11 Pool Products Ltd.","info@711poolproducts.com","http://www.711pools.com","7-11 POOL PRODUCTS LTD.html",,
"70345 Newfoundland and Labrador Inc","danielle@pennyposh.ca","http://www.pennyposh.ca","70345 NEWFOUNDLAND AND LABRADOR INC.html",,"PennyPoshTM"
"7109245 CANADA INC.","saalary@videotron.ca",,"7109245 CANADA INC.html",,
"7120222 Canada Corp.","laurent.daviault@daviault.ca",,"7120222 CANADA CORP.html",,
"7128533 Canada Inc",,,"7128533 CANADA INC.html",,
"7143478 Canada Inc.","rbyer46@outlook.com","http://montrealdetailing.com","7143478 CANADA INC.html",,
"7170459 CANADA LTD","alex_antvic@yahoo.ca",,"7170459 CANADA LTD.html",,
"7241291 CANADA INC","rahmantariq@gmail.com",,"7241291 CANADA INC.html",,
"7265531 CANADA INC.","yvonvalade@gmail.com",,"7265531 CANADA INC.html",,
"7284659 Canada Inc.","jpmichon@juriaffaires.ca","http://juriaffaires.ca","7284659 CANADA INC.html",,"Juriaffaires.ca"
"7306199 Canada Corp",,,"7306199 CANADA CORP.html",,
"7504454 Canada inc",,,"7504454 CANADA INC.html",,
"7583664 Canada Inc","servicesasap@videotron.ca",,"7583664 CANADA INC.html",,
"76 Buzz Media","info@76buzzmedia.com","https://76buzzmediaseo.com","76 BUZZ MEDIA.html",,
"763191 Alberta Ltd.","lkelly@carnwood.ca",,"763191 ALBERTA LTD.html",,
"7679564 Canada Inc.",,,"7679564 CANADA INC.html",,
"7692803 CANADA INC.","paul5678218@yahoo.com",,"7692803 CANADA INC.html",,
"7750048 Canada Inc.",,"http://www.linkedin.com/in/wilsongregj","7750048 CANADA INC.html",,
"777 Taxes Inc","pavel@777taxes.com","http://www.777taxes.com","777 TAXES INC.html",,
"780 Web Design","admin@780webdesign.com","http://780webdesign.com","780 WEB DESIGN.html",,
"7804458 CANADA CORPORATION","weiyagan@yahoo.ca",,"7804458 CANADA CORPORATION.html",,
"7846762 Canada Inc",,,"7846762 CANADA INC.html",,
"786025 Ontario Inc","mlcent@mymts.net",,"786025 ONTARIO INC.html",,
"80 Proof Digital","info@80proofdigital.com","http://www.80proofdigital.com/","80 PROOF DIGITAL.html",,"80 Proof Digital Inc."
"8017794 CANADA INC. (cGMPWorld.com)","stradadr@gmail.com","http://www.cgmpworld.com","8017794 CANADA INC (CGMPWORLDCOM).html",,"8017794 CANADA INC."
"8039291 Canada Inc",,,"8039291 CANADA INC.html",,
"8149305 Canada Inc.",,,"8149305 CANADA INC.html",,
"8214565 CANADA INC",,,"8214565 CANADA INC.html",,
"8254427 Canada Inc.","info@melius.ca","http://www.melius.ca","8254427 CANADA INC.html","Global Serrurerie","Melius"
"8278075 Canada Inc.","wuhx76@hotmail.com",,"8278075 CANADA INC.html",,
"8282056 Canada Limited","matar.mazen@gmail.com",,"8282056 CANADA LIMITED.html",,
"8287481 CANADA INC.",,,"8287481 CANADA INC.html",,
"8346968 Canada Inc.",,,"8346968 CANADA INC.html",,
"8355550 Canada inc",,,"8355550 CANADA INC.html",,
"8433798 Canada Inc.","samuel.suss@gmail.com",,"8433798 CANADA INC.html",,
"8481016 Canada Inc.","sleonardsteve@hotmail.com",,"8481016 CANADA INC.html",,
"8557942 Canada inc.",,,"8557942 CANADA INC.html",,
"8688583 Canada Inc.",,,"8688583 CANADA INC.html",,
"8780269 Canada Inc.",,,"8780269 CANADA INC.html",,
"8822123 Canada Inc.",,,"8822123 CANADA INC.html",,
"8837341 CANADA INC.",,,"8837341 CANADA INC.html",,
"8871744 Canada Corp","ninebrothers32@gmail.com",,"8871744 CANADA CORP.html",,
"8881456 CANADA INC.",,,"8881456 CANADA INC.html",,
"8889627 Canada Incorporated",,,"8889627 CANADA INCORPORATED.html",,
"8891630 CANADA LTD.",,,"8891630 CANADA LTD.html",,
"8959510 Canada Inc.",,,"8959510 CANADA INC.html",,
"8D Technologies Inc.","info@8D.com","http://www.8D.com","8D TECHNOLOGIES INC.html",,
"8legs Racing","sales@8legsRacing.com","http://www.8legsRacing.com","8LEGS RACING.html",,
"90 Degrees | Content Strategy + Website Copywriting","edenis@90degres.ca","http://www.90degres.ca/en/content-strategy/","90 DEGREES | CONTENT STRATEGY + WEBSITE COPYWRITING.html",,"90 degrés communication Inc."
"90008897 QC Tdi PLUS",,,"90008897 QC TDI PLUS.html",,
"9007-1184 Québec inc.","jmf@dectronique.qc.ca","http://www.dectronique.qc.ca","9007-1184 QUEBEC INC.html",,
"9024-5820 Québec inc","sakakinii@hotmail.com",,"9024-5820 QUEBEC INC.html",,
"905 INK Tattoos","info@905ink.ca","http://www.905ink.ca/","905 INK TATTOOS.html",,
"9071-4619 Quebec Inc.","vertex@vertex-petroleum.com","http://www.vertex-petroleum.com","9071-4619 QUEBEC INC.html",,
"9085726 Canada Inc.","maciej_andruczyk@rogers.com",,"9085726 CANADA INC.html",,
"9103-1153 Québec inc.","info@civilco.ca","http://www.civilco.ca","9103-1153 QUEBEC INC.html",,"civilco"
"9105425 Canada Association",,,"9105425 CANADA ASSOCIATION.html",,
"911 Innovation Inc","info@911innovation.com","http://www.911innovation.com/","911 INNOVATION INC.html",,
"911 Interpreters",,"http://www.proactivetranslations.com","911 INTERPRETERS.html",,
"911 Locksmith & Doors","doorrepairtoronto.sk@gmail.com","http://www.doorrepairtoronto.ca","911 LOCKSMITH & DOORS.html",,
"911 PRO inc","info@911pro.com","http://www.911pro.com","911 PRO INC.html","911 PRO ONTARIO",
"911 Supply","sales@911supply.ca","http://www.911supply.ca","911 SUPPLY.html",,"911 Supply and Adventure Gear Inc."
"9110-1691 Québec Inc.",,,"9110-1691 QUEBEC INC.html",,
"911micro","info@911micro.com","http://911micro.com","911MICRO.html",,
"9124-4731 Québec Inc.","pr_tardif@hotmail.com",,"9124-4731 QUEBEC INC.html",,
"9135-5313 Québec Inc.","paradisa59@gmail.com","http://www.alainparadis.com","9135-5313 QUEBEC INC.html",,
"9158-7576 Québec Inc.","9158-7576qcinc@videotron.ca","http://www.ancrabec.net","9158-7576 QUEBEC INC.html",,
"91823 Canada Inc.","cdionne@shaw.ca",,"91823 CANADA INC.html",,
"9250-0438 Quebec Inc.","paul.stamour@live.ca",,"9250-0438 QUEBEC INC.html",,
"9263675 Canada Ltd",,"http://locksmith24.biz/category/locksmiths/angus/","9263675 CANADA LTD.html",,
"9269-0544 QUÉBEC INC",,,"9269-0544 QUEBEC INC.html",,
"9284982 Canada Inc.","roofrenorestore@gmail.com","http://www.roofrenorestore.ca","9284982 CANADA INC.html",,
"9296-2265 québec inc.","boutique2@animalvert.com","http://animalvert.com","9296-2265 QUEBEC INC.html",,"Animal vert (l'épicerie pour animaux)"
"9413855",,,"9413855.html",,
"9626603 Canada Inc.","michail@videotron.ca",,"9626603 CANADA INC.html",,
"9691936 CANADA ASSOCIATION","info@canadaassociation.ca",,"9691936 CANADA ASSOCIATION.html",,
"9727680",,,"9727680.html",,
"983620-9 Canada Inc.",,,"983620-9 CANADA INC.html",,
"999 Art Direction","inquiries@999ad.ca","http://www.999ad.ca","999 ART DIRECTION.html",,
"999move","adrienne@remax-landan.com","http://www.999move.com","999MOVE.html",,"999move inc"
"9th Co","info@9thco.com","http://www.9thco.com","9TH CO.html",,"Etalco Ltd."
"@liveconx a division of Christie and Walther","ppoehlmann@liveconx.com","http://www.liveconx.com","@LIVECONX A DIVISION OF CHRISTIE AND WALTHER.html","@liveconx","Christie and Walther Communications Ltd."
"A & A Contract Customs Brokers Ltd.","docs@aacb.com","http://www.aacb.com","A & A CONTRACT CUSTOMS BROKERS LTD.html",,
"A & A Environmental Consultants Inc.","lcoghill@aaenvironmental.ca","http://www.aaenvironmental.ca","A & A ENVIRONMENTAL CONSULTANTS INC.html",,
"A & A Portable Toilet Rentals & Septic Service","info@aasanitary.com","http://www.aasanitary.com","A & A PORTABLE TOILET RENTALS & SEPTIC SERVICE.html",,
"A & A Technical Services","al@aatechnical.ca","http://www.aatechnical.ca","A & A TECHNICAL SERVICES.html",,"974086 NWT Ltd."
"A & B Print Inc","orders@anbprint.com","http://www.anbprint.com","A & B PRINT INC.html",,
"A & B Tool Rentals Ltd.","sales@abtoolrentals.com","http://www.abtoolrentals.com","A & B TOOL RENTALS LTD.html",,
"A & BB Rice Inc.","trade@abbrice.com","http://www.abbrice.com","A & BB RICE INC.html",,
"A & C Fur Creations","klein7411@rogers.com",,"A & C FUR CREATIONS.html","Ottawa Glass Tank Manufacturing Inc.","Ottawa Glass Tank Mfg. Inc."
"A & C Slager","slagera@telus.net",,"A & C SLAGER.html",,
"A & D Bird Seed Inc.","giveusatweet@adbirdseed.com","http://www.adbirdseed.com","A & D BIRD SEED INC.html",,
"A. & D. Prévost Inc.","info@adprevost.ca","http://www.adprevost.ca","A & D PREVOST INC.html",,
"A & E Marine Ltd.","a-e-marine@shaw.ca",,"A & E MARINE LTD.html",,
"A & G Mobile Locksmith","grahamh-h@rogers.com",,"A & G MOBILE LOCKSMITH.html",,
"A & J Mixing Co.Inc.","info@ajmixing.com","http://www.ajmixing.com","A & J MIXING COINC.html",,"A & J Mixing Co. Inc."
"A & K Roofing Company Limited","akroofing@on.aibn.com",,"A & K ROOFING COMPANY LIMITED.html",,
"A & L Computer Software Limited","postmaster@anl.com","http://www.anl.com","A & L COMPUTER SOFTWARE LIMITED.html","A&amp;L Medical Systems",
"A & P Intertrust Corporation","sales@apintertrust.com","http://www.apintertrust.com","A & P INTERTRUST CORPORATION.html",,
"A & S Design Ltd.","alvin@asdesigns.ca",,"A & S DESIGN LTD.html",,
"a + i2 Inc.","aplusi2@rogers.com",,"A + I2 INC.html",,
"A B Gensets Inc.","aaron@abgensets.com","http://www.abgensets.com","A B GENSETS INC.html",,
"A B SCIENCES","info@a-b-sciences.com","http://www.a-b-sciences.com","A B SCIENCES.html",,
"A B Seacraft","abseacraft@eastlink.ca",,"A B SEACRAFT.html",,
"A B SECURITY","absecurity2009@gmail.com","http://www.absecurityservices.ca","A B SECURITY.html",,"CLARKAT VENTURES LTD."
"A B See Productions Inc.","tderiger@rogers.com","http://www.absee.tv","A B SEE PRODUCTIONS INC.html",,
"A Bas Prix Extermination","exterminateurs@live.com","http://abasprixextermination.com","A BAS PRIX EXTERMINATION.html","ABP Extermination","A Bas Prix Extermination Inc"
"A. Berger Precision Ltd.","info@aberger.com","http://www.aberger.com","A BERGER PRECISION LTD.html",,
"A. Bertucci, CPA","abertucci@abertucci.com","http://www.abertucci.com","A BERTUCCI, CPA.html",,
"A Better Panel Inc.","info@abetterpanel.com","http://www.abetterpanel.com","A BETTER PANEL INC.html",,
"A Better Perspective","info@abetterperspective.com","http://www.abetterperspective.com","A BETTER PERSPECTIVE.html",,
"A Big Return Inc.","abigreturn@gmail.com","http://abigreturn.com","A BIG RETURN INC.html",,
"A Bit of Home","sales@abitofhome.ca","http://www.abitofhome.ca","A BIT OF HOME.html",,"Conach Inc"
"A Budget Heating & Air Conditioning","info@abudgetair.com","http://www.abudgetair.com","A BUDGET HEATING & AIR CONDITIONING.html",,
"A Burst of Colour Inc.",,"http://www.aburstofcolour.ca/accueil.html","A BURST OF COLOUR INC.html",,"A Burst of Colour"
"A Business Development Centre","support@bdc-canada.com","http://www.bdc-canada.com","A BUSINESS DEVELOPMENT CENTRE.html",,
"A Butterfly's Touch Wellness","julia@juliawooster.com","http://juliawooster.com","A BUTTERFLY'S TOUCH WELLNESS.html",,
"A. C. Lane Consulting Inc.","Info@LaneCo.ca","http://www.LaneCo.ca","A C LANE CONSULTING INC.html","Lane Consulting",
"A C M Construction Inc","acm.construction@cgocable.ca","http://www.acmconstructions.com","A C M CONSTRUCTION INC.html",,
"A Clarke & Associates Inc.","info@helpwithmoney.ca","http://helpwithmoney.ca","A CLARKE & ASSOCIATES INC.html",,
"A Corporate Expression Ltd","acorp@telus.net","http://www.acorpexp.ca","A CORPORATE EXPRESSION LTD.html",,
"A CREATIVE CORPORATE GIFTS","acorpgifts@videotron.ca","http://www.acorporategifts.com","A CREATIVE CORPORATE GIFTS.html",,
"A. Crosbie Inc.","mercro@bellnet.ca",,"A CROSBIE INC.html",,
"A D Metro","info@admetro.com","http://www.admetro.com","A D METRO.html",,
"A D Mezzanine",,,"A D MEZZANINE.html",,"Can.Can Installations Inc."
"A. D. Rutherford international  Inc.","reception@adrutherford.com","http://www.adrutherford.com","A D RUTHERFORD INTERNATIONAL  INC.html",,"A. D. Rutherford International Inc."
"A. Dauphinee & Sons Ltd.",,,"A DAUPHINEE & SONS LTD.html",,
"A. Derome et Cie. Ltée","clientele@aderome.com",,"A DEROME ET CIE LTEE.html",,
"A Documental Search House","info@documental.ca","http://WWW.DOCUMENTAL.CA","A DOCUMENTAL SEARCH HOUSE.html",,
